Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
AUS,2017,205.609,314.379,-588.154,696.563,-649.4169999999999,657.903,-538.624,447.93699999999995,92.0558,314.379,-701.706,696.563,-762.97,657.903,-652.1759999999999,447.93699999999995,483.74300000000005,314.29400000000004,-310.019,696.525,-371.282,657.862,-260.48900000000003,447.87699999999995,-61.0564,40.4825,-52.4963,-15.7489,391.68800000000005,7.32475,-1.25,0.45,0.66,0.73,0.78
AUS,2018,452.42699999999996,426.042,156.274,540.692,400.00300000000004,654.311,324.421,297.02299999999997,336.251,426.042,40.0982,540.692,283.827,654.311,208.245,297.02299999999997,728.2410000000001,425.97900000000004,432.088,540.643,675.816,654.27,600.234,296.933,-63.6797,45.7292,-52.4963,-15.7489,391.99,7.32475,-1.1,0.45,0.66,0.73,0.78
AUS,2019,398.353,376.724,729.143,425.486,542.135,853.6410000000001,757.721,399.615,291.631,376.724,622.4209999999999,425.486,435.414,853.6410000000001,651.0,399.615,698.737,376.653,1029.53,425.423,842.5189999999999,853.61,1058.11,399.548,-54.2248,26.8192,-52.4963,-15.7489,407.105,7.302239999999999,0.58,0.45,0.66,0.73,0.78
AUS,2020,-4.659619999999999,646.899,-156.263,506.529,76.7129,739.7769999999999,-277.637,361.801,-112.445,646.899,-264.048,506.529,-31.0726,739.7769999999999,-385.423,361.801,258.815,646.857,107.211,506.477,340.18699999999995,739.7410000000001,-14.1629,361.728,-55.2892,28.9481,-52.4963,-15.7489,371.26,7.302239999999999,-0.57,0.45,0.66,0.73,0.78
AUS,mean,240.96099999999998,438.395,-258.296,500.93800000000005,-108.477,440.286,-58.0753,263.32099999999997,133.17600000000002,437.155,-366.08099999999996,499.853,-216.263,439.05,-165.861,261.251,524.411,437.094,25.1539,499.79900000000004,174.97299999999998,438.98900000000003,225.37400000000002,261.14799999999997,-55.2892,28.9481,-52.4963,-15.7489,391.235,7.323230000000001,-1.28,0.45,0.66,0.73,0.78
AUT,2015,-23.0387,38.4443,-29.9571,39.038,-27.4236,31.1847,-40.2049,31.8934,-22.7379,38.4443,-29.6563,39.038,-27.1228,31.1847,-39.9041,31.8934,47.3476,38.4253,40.4292,39.0193,42.9627,31.1613,30.1814,31.8705,-3.05242,0.268871,3.35319,1.00596,70.0855,1.2075799999999999,-0.15,0.38,0.34,0.5,0.45
AUT,2016,-37.5035,32.8571,-49.8831,21.2414,-30.8194,26.8105,-59.9924,44.3656,-37.1411,32.8571,-49.5207,21.2414,-30.457,26.8105,-59.63,44.3656,33.9577,32.8348,21.5781,21.2067,40.6419,26.783,11.4689,44.349,-2.99076,0.392192,3.35319,1.00596,71.0988,1.21286,-0.3,0.38,0.34,0.5,0.45
AUT,2017,-33.8652,19.7645,-49.4573,36.2398,-36.2602,21.9379,-49.3816,41.5514,-33.285,19.7645,-48.8771,36.2398,-35.68,21.9379,-48.8014,41.5514,39.9071,19.7238,24.3149,36.2177,37.512,21.9013,24.3906,41.5321,-2.773,0.8277100000000001,3.35319,1.00596,73.192,1.26705,-0.32,0.38,0.34,0.5,0.45
AUT,2018,-20.0122,50.1166,-33.4854,53.1306,-45.1709,36.7012,-49.8902,47.234,-19.634,50.1166,-33.1073,53.1306,-44.7928,36.7012,-49.512,47.234,52.3175,50.1006,38.8443,53.1155,27.1587,36.6793,22.4395,47.217,-2.97502,0.42367,3.35319,1.00596,71.9515,1.26705,-0.43,0.38,0.34,0.5,0.45
AUT,2019,-30.0196,38.2928,-20.7465,48.8877,-19.7164,54.5122,-50.0932,27.1897,-29.4768,38.2928,-20.2038,48.8877,-19.1737,54.5122,-49.5505,27.1897,43.9679,38.2737,53.2409,48.8728,54.271,54.4988,23.8942,27.1628,-2.81046,0.7528050000000001,3.35319,1.00596,73.4447,1.2075799999999999,0.21,0.38,0.34,0.5,0.45
AUT,2020,-31.9186,28.2322,-29.761,22.7328,-23.9704,43.0938,-64.7101,34.7643,-31.4857,28.2322,-29.3281,22.7328,-23.5375,43.0938,-64.2773,34.7643,36.5078,28.2064,38.6654,22.7007,44.456,43.0769,3.71622,34.7433,-2.92033,0.53305,3.35319,1.00596,67.9935,1.2075799999999999,0.09,0.38,0.34,0.5,0.45
AUT,mean,-33.8507,35.2226,-27.9823,32.6309,-24.718,31.1693,-52.5435,38.6467,-33.4179,35.2042,-27.5495,32.6111,-24.2851,31.1485,-52.1106,38.6299,37.8765,35.1828,43.7449,32.5879,47.0092,31.1243,19.1837,38.6104,-2.92033,0.53305,3.35319,1.00596,71.2943,1.2282799999999998,0.14,0.38,0.34,0.5,0.45
AZE,2015,-1.11681,16.3465,12.7684,14.0237,5.81307,19.0089,-3.37227,33.736,1.3578,16.3465,15.243,14.0237,8.28768,19.0089,-0.8976540000000001,33.736,37.1855,16.109,51.0707,13.7461,44.1154,18.805,34.9301,33.6215,-0.578187,1.1014899999999999,3.0528,0.91584,35.8277,2.77628,0.7,-0.0,0.29,0.31,0.24
AZE,2016,-9.001,13.5148,4.02071,13.2879,-7.00732,18.3379,-10.1052,17.4312,-6.52986,13.5148,6.49185,13.2879,-4.536169999999999,18.3379,-7.63403,17.4312,29.5805,13.2259,42.6022,12.9939,31.5742,18.126,28.4763,17.2081,-0.581657,1.09455,3.0528,0.91584,36.1103,2.7795400000000003,2.09,-0.0,0.29,0.31,0.24
AZE,2017,4.94356,24.9347,3.8953699999999998,24.2527,-5.99921,39.1478,-0.30022,26.6961,7.4172199999999995,24.9347,6.36903,24.2527,-3.5255400000000003,39.1478,2.17345,26.6961,43.321,24.7834,42.2729,24.0972,32.3783,39.0516,38.0773,26.5549,-0.5791350000000001,1.0996,3.0528,0.91584,35.9038,2.74209,-0.08,-0.0,0.29,0.31,0.24
AZE,2018,-7.78724,12.5464,22.4746,28.548,19.7499,37.7791,21.851,23.506,-5.31215,12.5464,24.9497,28.548,22.225,37.7791,24.3261,23.506,31.863,12.2431,62.1248,28.416,59.4001,37.6794,61.5012,23.3455,-0.577712,1.1024399999999999,3.0528,0.91584,37.1751,2.74209,1.24,-0.0,0.29,0.31,0.24
AZE,2019,-7.8000300000000005,19.4108,-2.83042,15.7025,-2.2909200000000003,14.4882,-10.7391,14.5425,-5.32258,19.4108,-0.35297199999999995,15.7025,0.186527,14.4882,-8.261619999999999,14.5425,33.5646,19.2112,38.5342,15.4552,39.0737,14.2197,30.6256,14.275,-0.57535,1.10717,3.0528,0.91584,38.8872,2.77628,0.34,-0.0,0.29,0.31,0.24
AZE,2020,-5.13834,12.2487,32.785,26.153,27.1905,33.0534,-0.053055700000000004,21.7687,-2.66395,12.2487,35.2594,26.153,29.6649,33.0534,2.4213400000000003,21.7687,33.369,11.9299,71.2923,26.0052,65.6978,32.9366,38.4543,21.591,-0.578408,1.10105,3.0528,0.91584,36.0329,2.77628,1.52,-0.0,0.29,0.31,0.24
AZE,mean,-6.1740699999999995,11.3637,17.8274,15.6067,1.4459,27.1441,4.00312,19.8452,-3.6996800000000003,11.2731,20.3018,15.5409,3.9203,27.1062,6.47751,19.7935,32.9565,10.9287,56.958,15.2928,40.5765,26.9648,43.1337,19.5994,-0.578408,1.10105,3.0528,0.91584,36.6562,2.76543,3.19,-0.0,0.29,0.31,0.24
BDI,2015,2.14623,5.43729,3.6402300000000003,4.933730000000001,3.53818,4.81107,4.40238,6.06794,1.9711900000000002,5.43729,3.46519,4.933730000000001,3.36314,4.81107,4.22734,6.06794,2.23509,5.43714,3.72908,4.93357,3.62704,4.81091,4.491230000000001,6.06781,-0.175039,0.29635,0.0,0.0,0.263893,0.03962569999999999,0.59,0.04,0.31,0.28,0.27
BDI,2016,3.4573199999999997,2.92072,7.044230000000001,8.62842,4.21596,5.638380000000001,1.07387,3.02042,3.25094,2.92072,6.83785,8.62842,4.009580000000001,5.638380000000001,0.8674930000000001,3.02042,3.52261,2.9203799999999998,7.10952,8.6283,4.28125,5.63821,1.13916,3.02009,-0.206379,0.359029,0.0,0.0,0.271667,0.044810300000000004,0.48,0.04,0.31,0.28,0.27
BDI,2017,0.5233760000000001,3.9516699999999996,5.12095,5.56992,3.5501199999999997,2.75063,2.56948,7.2754199999999996,0.326768,3.9516699999999996,4.92434,5.56992,3.35351,2.75063,2.3728700000000003,7.2754199999999996,0.610252,3.95131,5.20783,5.5696699999999995,3.637,2.75011,2.65636,7.27522,-0.196608,0.339489,0.0,0.0,0.283484,0.053328,1.3,0.04,0.31,0.28,0.27
BDI,2018,0.629134,6.56533,-0.377788,8.53278,-0.201659,4.07081,-1.61129,7.098339999999999,0.41255299999999995,6.56533,-0.5943689999999999,8.53278,-0.41823999999999995,4.07081,-1.82787,7.098339999999999,0.704996,6.565110000000001,-0.301926,8.53261,-0.125797,4.07046,-1.53542,7.098139999999999,-0.216581,0.379434,0.0,0.0,0.292443,0.053328,-0.21,0.04,0.31,0.28,0.27
BDI,2019,1.927,2.14703,2.34883,4.46448,1.7281900000000001,3.39301,2.47039,7.013539999999999,1.71157,2.14703,2.1334,4.46448,1.51276,3.39301,2.25495,7.013539999999999,2.01188,2.14666,2.43371,4.4643,1.8130700000000002,3.39278,2.55527,7.0134300000000005,-0.215435,0.377143,0.0,0.0,0.30031599999999997,0.03962569999999999,0.21,0.04,0.31,0.28,0.27
BDI,2020,0.67213,3.6478099999999998,1.17826,8.91376,-1.53005,2.95917,0.06997080000000001,4.68435,0.470121,3.6478099999999998,0.976249,8.91376,-1.73205,2.95917,-0.132037,4.68435,0.7478319999999999,3.64759,1.25396,8.91367,-1.45434,2.9589,0.145673,4.6841800000000005,-0.202008,0.35028899999999996,0.0,0.0,0.277711,0.03962569999999999,0.06,0.04,0.31,0.28,0.27
BDI,mean,1.0377399999999999,1.74499,2.49971,3.5285300000000004,2.31881,3.48181,1.42511,5.27815,0.835731,1.70947,2.2977,3.5111,2.1168,3.46414,1.2231,5.26651,1.11732,1.70888,2.5792900000000003,3.5108099999999998,2.39839,3.46385,1.50468,5.2663199999999994,-0.202008,0.35028899999999996,0.0,0.0,0.281586,0.04505719999999999,0.67,0.04,0.31,0.28,0.27
BEL,2015,-18.3082,8.163789999999999,-21.5154,6.20697,-19.3336,5.85499,-23.8355,8.319510000000001,-5.51588,8.163789999999999,-8.72308,6.20697,-6.54133,5.85499,-11.0432,8.319510000000001,69.2999,7.9294199999999995,66.0927,5.89531,68.2745,5.52351,63.7726,8.08966,-1.1873,1.5353299999999999,13.9796,4.1938699999999995,74.8158,1.94209,-0.55,0.27,0.27,0.28,0.29
BEL,2016,-19.3956,14.4021,-22.6049,5.77677,-20.9725,10.3537,-22.9309,10.1627,-6.55727,14.4021,-9.76661,5.77677,-8.13422,10.3537,-10.0926,10.1627,67.4579,14.2775,64.2485,5.45871,65.8809,10.1796,63.9225,9.985380000000001,-1.14125,1.44325,13.9796,4.1938699999999995,74.0152,1.8903900000000002,-0.28,0.27,0.27,0.28,0.29
BEL,2017,-17.2574,8.65652,-20.2982,5.30635,-19.1897,5.51609,-20.6162,6.03786,-4.3329,8.65652,-7.37367,5.30635,-6.2651900000000005,5.51609,-7.691739999999999,6.03786,69.6676,8.445219999999999,66.6268,4.95416,67.7353,5.17819,66.3088,5.73081,-1.0551,1.27094,13.9796,4.1938699999999995,74.0005,1.90095,-0.28,0.27,0.27,0.28,0.29
BEL,2018,-16.5917,9.64489,-22.8815,8.891689999999999,-20.228,7.66047,-21.1813,12.7454,-3.78228,9.64489,-10.0721,8.891689999999999,-7.418589999999999,7.66047,-8.371839999999999,12.7454,71.1993,9.4557,64.9095,8.686119999999999,67.563,7.42086,66.6097,12.6028,-1.17013,1.50099,13.9796,4.1938699999999995,74.9816,1.90095,-0.83,0.27,0.27,0.28,0.29
BEL,2019,-21.2775,5.51841,-16.0822,7.172630000000001,-21.4816,3.23195,-23.3379,6.788639999999999,-8.154860000000001,5.51841,-2.95955,7.172630000000001,-8.35895,3.23195,-10.2153,6.788639999999999,66.5302,5.16538,71.7255,6.9047,66.3261,2.58338,64.4698,6.50491,-0.856964,0.8746649999999999,13.9796,4.1938699999999995,74.6851,1.94209,1.04,0.27,0.27,0.28,0.29
BEL,2020,-28.1502,10.7288,-20.5713,4.89502,-21.5137,6.06634,-23.5277,9.22077,-15.2528,10.7288,-7.67391,4.89502,-8.61628,6.06634,-10.6303,9.22077,54.0575,10.5516,61.6364,4.49327,60.694,5.74706,58.68,9.01393,-1.08215,1.32503,13.9796,4.1938699999999995,69.3103,1.94209,0.93,0.27,0.27,0.28,0.29
BEL,mean,-20.9258,11.4506,-20.204,6.5130300000000005,-21.7148,8.98835,-22.7897,9.81391,-8.028410000000001,10.5722,-7.30657,4.80368,-8.81733,7.838760000000001,-9.89229,8.77317,65.6063,10.3964,66.3282,4.40339,64.8174,7.60005,63.7424,8.56055,-1.08215,1.32503,13.9796,4.1938699999999995,73.6347,1.91976,0.13,0.27,0.27,0.28,0.29
BEN,2015,4.9736,33.1419,56.6668,18.4045,59.5025,35.8074,49.7704,26.3489,4.68537,33.1419,56.3786,18.4045,59.2143,35.8074,49.4821,26.3489,6.834630000000001,33.1365,58.5278,18.3948,61.3635,35.8023,51.6314,26.3421,-2.26894,0.753038,1.9807,0.5942109999999999,2.14926,0.598829,1.75,0.09,0.32,0.27,0.29
BEN,2016,39.3011,35.0376,72.3537,21.9023,64.2249,27.8518,67.0985,24.9591,38.5437,35.0376,71.5964,21.9023,63.4675,27.8518,66.3411,24.9591,40.7586,35.0313,73.8112,21.8922,65.6824,27.8438,68.556,24.9503,-2.73808,0.185255,1.9807,0.5942109999999999,2.21487,0.664008,1.7,0.09,0.32,0.27,0.29
BEN,2017,13.829,24.2334,77.5276,39.7084,68.8175,25.8305,34.5938,26.2666,13.1764,24.2334,76.875,39.7084,68.165,25.8305,33.9413,26.2666,15.4867,24.2223,79.1853,39.7016,70.4753,25.82,36.2515,26.2563,-2.63326,0.0243914,1.9807,0.5942109999999999,2.31028,0.73363,2.49,0.09,0.32,0.27,0.29
BEN,2018,-20.6719,35.2278,50.4244,20.4227,43.8545,27.8293,34.893,31.8333,-21.1782,35.2278,49.9181,20.4227,43.3482,27.8293,34.3867,31.8333,-18.7974,35.2202,52.2989,20.4095,45.729,27.8196,36.7675,31.8248,-2.4870200000000002,0.316877,1.9807,0.5942109999999999,2.38076,0.73363,1.23,0.09,0.32,0.27,0.29
BEN,2019,-7.98727,23.5101,58.7886,35.9523,42.2664,43.3603,48.2706,26.5877,-8.62171,23.5101,58.1542,35.9523,41.6319,43.3603,47.6362,26.5877,-6.17957,23.5025,60.5963,35.9473,44.0741,43.3562,50.0783,26.5809,-2.6151400000000002,0.0606249,1.9807,0.5942109999999999,2.44214,0.598829,2.49,0.09,0.32,0.27,0.29
BEN,2020,-1.70512,20.1836,76.3233,70.6945,57.1651,74.8515,36.6497,25.4494,-2.27291,20.1836,75.7555,70.6945,56.5973,74.8515,36.0819,25.4494,-0.0632528,20.1747,77.9651,70.6919,58.807,74.8491,38.2916,25.4424,-2.54849,0.26803699999999997,1.9807,0.5942109999999999,2.20966,0.598829,1.09,0.09,0.32,0.27,0.29
BEN,mean,4.98226,25.4172,74.3634,35.801,57.0852,15.3004,45.5698,20.0808,4.41448,25.4088,73.7956,35.795,56.5175,15.2865,45.002,20.0702,6.69897,25.4004,76.0801,35.7891,58.8019,15.2725,47.2865,20.0595,-2.54849,0.26803699999999997,1.9807,0.5942109999999999,2.2844900000000004,0.654626,1.77,0.09,0.32,0.27,0.29
BFA,2015,3.1202900000000002,37.831,85.7571,72.8116,71.6286,72.6531,82.776,105.65899999999999,-2.85967,37.831,79.7772,72.8116,65.6487,72.6531,76.796,105.65899999999999,-0.185888,37.8295,82.4509,72.8108,68.3225,72.6523,79.4698,105.65799999999999,-6.87516,8.805660000000001,0.8952040000000001,0.268561,2.67378,0.3333,1.12,0.13,0.27,0.31,0.25
BFA,2016,24.446,30.1209,118.719,72.872,86.0339,65.6472,133.904,108.094,13.8094,30.1209,108.08200000000001,72.872,75.3973,65.6472,123.26799999999999,108.094,16.5622,30.1189,110.835,72.8712,78.1501,65.6463,126.021,108.094,-11.5318,18.1189,0.8952040000000001,0.268561,2.75277,0.341818,1.58,0.13,0.27,0.31,0.25
BFA,2017,12.8312,19.6246,107.604,39.8043,95.7395,35.0996,78.9603,40.768,3.44865,19.6246,98.2214,39.8043,86.357,35.0996,69.5778,40.768,6.32291,19.6206,101.096,39.8023,89.2312,35.0973,72.4521,40.766,-10.2777,15.6108,0.8952040000000001,0.268561,2.87426,0.398108,2.26,0.13,0.27,0.31,0.25
BFA,2018,-19.0395,53.5896,73.1781,68.0896,22.7786,85.7364,84.8962,107.913,-26.0707,53.5896,66.1469,68.0896,15.7474,85.7364,77.865,107.913,-23.105,53.5881,69.1126,68.0885,18.713,85.7355,80.8307,107.912,-7.92639,10.9081,0.8952040000000001,0.268561,2.96564,0.398108,0.94,0.13,0.27,0.31,0.25
BFA,2019,-16.0865,33.8331,66.4295,55.1578,47.4811,38.3485,65.2982,56.8931,-23.2601,33.8331,59.2559,55.1578,40.3076,38.3485,58.1246,56.8931,-20.2144,33.8315,62.3016,55.1568,43.3532,38.3471,61.1703,56.8921,-8.06875,11.1928,0.8952040000000001,0.268561,3.04566,0.3333,1.0,0.13,0.27,0.31,0.25
BFA,2020,30.0459,37.123,140.151,123.046,124.199,84.7881,61.2489,89.4541,22.0051,37.123,132.111,123.046,116.15799999999999,84.7881,53.2082,89.4541,24.8074,37.1215,134.91299999999998,123.045,118.96,84.7875,56.0105,89.4535,-8.935960000000001,12.9273,0.8952040000000001,0.268561,2.80232,0.3333,0.85,0.13,0.27,0.31,0.25
BFA,mean,4.05728,28.3001,105.83,64.865,72.3561,52.5693,79.6264,90.9067,-3.98348,25.1736,97.7891,63.5632,64.3154,50.9543,71.5856,89.9825,-1.13107,25.1711,100.641,63.5622,67.1678,50.9531,74.438,89.9818,-8.935960000000001,12.9273,0.8952040000000001,0.268561,2.85241,0.35632199999999997,1.08,0.13,0.27,0.31,0.25
BGD,2015,-4.25686,54.0257,-20.7549,49.2996,-24.7969,33.885,1.9548900000000002,60.7766,-1.9403099999999998,54.0257,-18.4383,49.2996,-22.4804,33.885,4.2714300000000005,60.7766,74.3986,53.3659,57.9006,48.5756,53.8586,32.8228,80.6104,60.1908,-13.2822,12.4884,15.5987,4.67962,76.3389,8.41768,-0.22,0.05,0.37,0.36,0.33
BGD,2016,-22.2191,41.4644,-40.44,68.8467,-19.5211,58.3048,-7.517589999999999,57.066,-19.5642,41.4644,-37.7851,68.8467,-16.8661,58.3048,-4.86267,57.066,61.3758,40.503,43.155,68.2719,64.0739,57.625,76.0774,56.3713,-12.9438,13.1651,15.5987,4.67962,80.9401,8.87726,-0.3,0.05,0.37,0.36,0.33
BGD,2017,-14.3746,45.8698,-31.7672,34.7975,-21.9579,50.1885,-27.0051,64.0298,-12.5762,45.8698,-29.9688,34.7975,-20.1596,50.1885,-25.2068,64.0298,70.5138,44.9459,53.1212,33.5702,62.9304,49.3455,57.8832,63.3711,-13.8004,11.452,15.5987,4.67962,83.09,9.16019,-0.43,0.05,0.37,0.36,0.33
BGD,2018,-15.5006,29.6532,-32.3291,32.6288,-35.0128,48.9477,-37.0819,32.4438,-12.6246,29.6532,-29.453,32.6288,-32.1368,48.9477,-34.2059,32.4438,75.9871,28.2029,59.1587,31.3166,56.4749,48.0829,54.4058,31.1238,-12.7227,13.6074,15.5987,4.67962,88.6117,9.16019,-0.71,0.05,0.37,0.36,0.33
BGD,2019,-10.0839,28.303,-45.0475,35.1485,-34.4699,30.4357,-0.0090699,37.2459,-7.4245,28.303,-42.3882,35.1485,-31.8105,30.4357,2.65033,37.2459,97.9802,27.0223,63.0165,34.1256,73.5942,29.2485,108.055,36.2822,-12.9394,13.1741,15.5987,4.67962,105.405,8.41768,-0.72,0.05,0.37,0.36,0.33
BGD,2020,2.25601,27.7112,-33.0982,41.7922,-24.4874,19.6321,-4.9708,19.008,4.71707,27.7112,-30.6372,41.7922,-22.0263,19.6321,-2.50975,19.008,102.807,26.4018,67.4529,40.9357,76.0638,17.7359,95.5803,17.0425,-13.1377,12.7774,15.5987,4.67962,98.09,8.41768,-0.64,0.05,0.37,0.36,0.33
BGD,mean,-9.359639999999999,36.5532,-27.885,34.0978,-20.4338,32.807,-6.65667,46.0348,-6.8985899999999996,33.9261,-25.424,31.265,-17.9728,29.852,-4.19562,43.9778,81.8473,32.7805,63.3219,30.018,70.7731,28.5433,84.5503,43.1002,-13.1377,12.7774,15.5987,4.67962,88.7459,8.74178,-0.45,0.05,0.37,0.36,0.33
BGR,2015,-11.7003,45.9834,-50.19,58.589,-82.9686,41.3995,-45.2457,32.9157,-28.6929,45.9834,-67.1827,58.589,-99.9613,41.3995,-62.2383,32.9157,21.1251,45.8639,-17.3646,58.4953,-50.1432,41.2668,-12.4203,32.7487,-3.9672400000000003,3.7162300000000004,-13.0254,-3.9076199999999996,49.8181,3.31189,-1.37,0.08,0.29,0.36,0.43
BGR,2016,-25.4367,32.0296,-34.1571,25.0733,-39.6883,59.511,-43.8566,29.7274,-41.7855,32.0296,-50.506,25.0733,-56.0372,59.511,-60.2055,29.7274,5.40825,31.8793,-3.31218,24.8809,-8.84337,59.4302,-13.0117,29.5654,-3.3234800000000004,2.4287099999999997,-13.0254,-3.9076199999999996,47.1938,3.09944,-0.14,0.08,0.29,0.36,0.43
BGR,2017,7.35757,39.7857,-51.0297,47.0902,-35.4179,22.58,-29.983,38.9655,-8.88406,39.7857,-67.2713,47.0902,-51.6595,22.58,-46.2246,38.9655,40.7994,39.6497,-17.5879,46.9754,-1.9761,22.3396,3.45882,38.8267,-3.21622,2.2141900000000003,-13.0254,-3.9076199999999996,49.6834,3.28612,-1.26,0.08,0.29,0.36,0.43
BGR,2018,-38.9117,60.1321,-15.8648,49.8084,-33.3584,13.5252,-10.3219,36.3228,-54.6929,60.1321,-31.646,49.8084,-49.1396,13.5252,-26.1032,36.3228,-8.43648,60.0422,14.6104,49.6998,-2.8831900000000004,13.12,20.1532,36.1739,-2.7558,1.29335,-13.0254,-3.9076199999999996,46.2564,3.28612,0.67,0.08,0.29,0.36,0.43
BGR,2019,-20.3165,30.9004,-6.1304,37.4509,-44.2959,35.6186,-40.2825,43.8031,-36.6804,30.9004,-22.4944,37.4509,-60.6599,35.6186,-56.6465,43.8031,7.6952300000000005,30.7224,21.8813,37.3042,-16.2843,35.4643,-12.2708,43.6777,-3.3385800000000003,2.45891,-13.0254,-3.9076199999999996,44.3757,3.31189,0.55,0.08,0.29,0.36,0.43
BGR,2020,6.19789,38.9505,-61.9765,28.5025,-44.0901,51.2703,-36.809,35.8091,-10.1478,38.9505,-78.3221,28.5025,-60.4358,51.2703,-53.1547,35.8091,30.831,38.8094,-37.3433,28.3094,-19.4569,51.1632,-12.1759,35.6556,-3.3202599999999998,2.4222799999999998,-13.0254,-3.9076199999999996,40.9788,3.31189,-0.98,0.08,0.29,0.36,0.43
BGR,mean,-7.40831,19.8367,-35.6855,22.1824,-54.644,29.3609,-36.5433,19.0779,-23.754,19.2966,-52.0312,21.7007,-70.9897,28.9987,-52.889,18.5157,22.6304,19.0179,-5.646809999999999,21.4533,-24.6053,28.814,-6.5046,18.225,-3.3202599999999998,2.4222799999999998,-13.0254,-3.9076199999999996,46.3844,3.26789,-0.73,0.08,0.29,0.36,0.43
BHS,2015,8.22837,10.6502,2.96811,8.91686,2.7690099999999997,12.4519,15.8413,23.1237,8.14972,10.6502,2.88947,8.91686,2.69037,12.4519,15.7627,23.1237,14.8637,10.6482,9.603480000000001,8.91447,9.40439,12.4502,22.4767,23.1228,-0.229746,0.11083599999999999,0.151105,0.0453314,6.71402,0.20627600000000001,-0.56,0.11,-0.05,0.01,0.02
BHS,2016,-1.3274,5.49293,3.1127700000000003,12.0775,2.90888,10.7969,12.4074,26.0451,-1.5793700000000002,5.49293,2.8608,12.0775,2.65692,10.7969,12.1554,26.0451,5.24505,5.48993,9.68523,12.0761,9.48134,10.7954,18.9798,26.0444,-0.403072,0.45748900000000003,0.151105,0.0453314,6.82442,0.181463,0.29,0.11,-0.05,0.01,0.02
BHS,2017,5.37519,8.25376,3.41195,15.1174,4.1813400000000005,12.7535,10.4487,28.161,5.1259,8.25376,3.16266,15.1174,3.93205,12.7535,10.1994,28.161,12.1063,8.25136,10.1431,15.1161,10.9125,12.752,17.1798,28.1603,-0.40039600000000003,0.452137,0.151105,0.0453314,6.980410000000001,0.199239,-0.08,0.11,-0.05,0.01,0.02
BHS,2018,0.684918,6.656969999999999,3.16451,13.2591,4.32139,13.5128,12.1798,22.1245,0.509943,6.656969999999999,2.98953,13.2591,4.14642,13.5128,12.0048,22.1245,7.57689,6.653989999999999,10.0565,13.2576,11.2134,13.5113,19.0718,22.1236,-0.326079,0.303503,0.151105,0.0453314,7.06694,0.199239,0.16,0.11,-0.05,0.01,0.02
BHS,2019,2.5043,5.48908,2.96215,16.6935,2.76306,12.473,6.2350699999999994,28.0831,2.40224,5.48908,2.8601,16.6935,2.661,12.473,6.13301,28.0831,9.54472,5.4852099999999995,10.0026,16.6922,9.80348,12.4712,13.2755,28.0824,-0.253164,0.157671,0.151105,0.0453314,7.14248,0.20627600000000001,0.02,0.11,-0.05,0.01,0.02
BHS,2020,2.80355,11.3727,3.4738,11.0357,5.36452,18.9098,25.771,33.8446,2.63216,11.3727,3.3024199999999997,11.0357,5.1931400000000005,18.9098,25.5996,33.8446,7.37074,11.3709,8.041,11.0338,9.93172,18.9087,30.3382,33.844,-0.322492,0.296327,0.151105,0.0453314,4.738580000000001,0.20627600000000001,0.05,0.11,-0.05,0.01,0.02
BHS,mean,4.77281,8.14518,3.18222,14.9925,3.14279,12.2359,11.1738,25.6733,4.60142,8.139660000000001,3.01083,14.9895,2.9714,12.2323,11.0024,25.6716,11.1792,8.137210000000001,9.58864,14.9882,9.54921,12.2306,17.5802,25.6708,-0.322492,0.296327,0.151105,0.0453314,6.57781,0.199795,-0.1,0.11,-0.05,0.01,0.02
BIH,2015,-8.7187,17.3817,-19.6532,7.24085,-24.2764,16.115,-21.9415,10.8061,-9.70549,17.3817,-20.64,7.24085,-25.2632,16.115,-22.9282,10.8061,3.9137,17.3278,-7.02077,7.110539999999999,-11.644,16.0569,-9.30906,10.7193,-2.68173,0.568925,1.6949400000000001,0.508483,13.6192,1.36752,-1.08,0.24,0.39,0.43,0.42
BIH,2016,-18.2486,19.0315,-23.6776,16.061,-15.3762,21.1093,-26.7176,15.3244,-19.0328,19.0315,-24.4617,16.061,-16.1604,21.1093,-27.5018,15.3244,-4.78682,18.9633,-10.2158,15.9801,-1.91441,21.0478,-13.2558,15.2396,-2.4791,0.974184,1.6949400000000001,0.508483,14.2459,1.61009,-0.43,0.24,0.39,0.43,0.42
